variable	Date	layer	mean_value	data_type
Chlorophyll-a	2014-06-03	0 m to bottom	1.90077878692545	obs
Chlorophyll-a	2014-07-08	0 m to bottom	3.90086666873247	obs
Chlorophyll-a	2014-08-05	0 m to bottom	2.44818227872732	obs
Chlorophyll-a	2014-09-02	0 m to bottom	2.10784322917646	obs
Chlorophyll-a	2014-09-30	0 m to bottom	1.97878379800274	obs
Chlorophyll-a	2015-01-20	0 m to bottom	2.91851541833224	obs
Chlorophyll-a	2015-02-24	0 m to bottom	4.3865684415999	obs
Chlorophyll-a	2015-03-17	0 m to bottom	5.9004040336112	obs
Chlorophyll-a	2015-04-21	0 m to bottom	7.48399871803905	obs
Chlorophyll-a	2015-05-05	0 m to bottom	7.03680045061644	obs
Chlorophyll-a	2015-06-03	0 m to bottom	9.25082559479487	obs
Chlorophyll-a	2015-07-07	0 m to bottom	3.149342473805	obs
Chlorophyll-a	2015-08-04	0 m to bottom	1.5409875906127	obs
Chlorophyll-a	2015-09-01	0 m to bottom	1.52017250055738	obs
Chlorophyll-a	2015-09-29	0 m to bottom	2.75681039446186	obs
Chlorophyll-a	2015-11-10	0 m to bottom	1.68879880738573	obs
Chlorophyll-a	2015-12-08	0 m to bottom	1.60185483304276	obs
Chlorophyll-a	2016-03-15	0 m to bottom	6.48003420915504	obs
Chlorophyll-a	2016-04-19	0 m to bottom	5.34130178573015	obs
Chlorophyll-a	2016-05-17	0 m to bottom	3.62707918352699	obs
Chlorophyll-a	2016-06-14	0 m to bottom	1.8321659437953	obs
Chlorophyll-a	2016-07-05	0 m to bottom	2.3714931562217	obs
Chlorophyll-a	2016-08-02	0 m to bottom	2.90613768282193	obs
Chlorophyll-a	2016-08-30	0 m to bottom	1.74316424232544	obs
Chlorophyll-a	2016-09-27	0 m to bottom	2.05956652332255	obs
Chlorophyll-a	2016-10-25	0 m to bottom	1.26488617573689	obs
Chlorophyll-a	2016-12-06	0 m to bottom	2.38923029791208	obs
Chlorophyll-a	2017-03-21	0 m to bottom	7.08010354307744	obs
Chlorophyll-a	2017-04-18	0 m to bottom	5.96982103042062	obs
Chlorophyll-a	2017-05-16	0 m to bottom	8.8629727948305	obs
Chlorophyll-a	2017-06-13	0 m to bottom	13.891827745377	obs
Chlorophyll-a	2017-07-04	0 m to bottom	7.56825684286822	obs
Chlorophyll-a	2017-08-01	0 m to bottom	2.65853645451757	obs
Chlorophyll-a	2017-08-29	0 m to bottom	2.95218305195836	obs
Chlorophyll-a	2017-09-26	0 m to bottom	1.58638983434146	obs
Chlorophyll-a	2017-10-24	0 m to bottom	1.16439291450199	obs
Chlorophyll-a	2017-12-05	0 m to bottom	1.41736676146826	obs
Chlorophyll-a	2018-03-20	0 m to bottom	3.18812056192273	obs
Chlorophyll-a	2018-04-24	0 m to bottom	3.76303273414062	obs
Chlorophyll-a	2018-05-15	0 m to bottom	4.11302389562925	obs
Chlorophyll-a	2018-06-12	0 m to bottom	1.98498084937492	obs
Chlorophyll-a	2018-07-03	0 m to bottom	2.2845562285705	obs
Chlorophyll-a	2018-07-31	0 m to bottom	2.12673463926664	obs
Chlorophyll-a	2018-08-28	0 m to bottom	2.1111743046278	obs
Chlorophyll-a	2018-09-25	0 m to bottom	1.97443753724072	obs
Chlorophyll-a	2018-10-23	0 m to bottom	2.13676910251866	obs
Chlorophyll-a	2018-12-04	0 m to bottom	1.69708335600433	obs
Chlorophyll-a	2019-03-19	0 m to bottom	6.96841597012574	obs
Chlorophyll-a	2019-04-16	0 m to bottom	7.16413529200169	obs
Chlorophyll-a	2019-05-14	0 m to bottom	6.78578376581172	obs
Chlorophyll-a	2019-06-11	0 m to bottom	3.17234202582366	obs
Chlorophyll-a	2019-07-09	0 m to bottom	2.09219192580842	obs
Chlorophyll-a	2019-08-06	0 m to bottom	1.80712152546301	obs
Chlorophyll-a	2019-09-03	0 m to bottom	2.63254504588017	obs
Chlorophyll-a	2019-10-01	0 m to bottom	3.02048242504672	obs
Chlorophyll-a	2019-11-05	0 m to bottom	3.12025061485275	obs
Chlorophyll-a	2019-12-03	0 m to bottom	2.11131453575361	obs
Chlorophyll-a	2020-03-24	0 m to bottom	9.36753539609662	obs
Chlorophyll-a	2020-04-21	0 m to bottom	9.00166146670941	obs
Chlorophyll-a	2020-05-12	0 m to bottom	6.4464719454656	obs
Chlorophyll-a	2020-06-09	0 m to bottom	2.99569721943	obs
Chlorophyll-a	2020-07-07	0 m to bottom	2.61207998284584	obs
Chlorophyll-a	2020-08-04	0 m to bottom	2.66954086900968	obs
Chlorophyll-a	2020-09-08	0 m to bottom	3.80880964984139	obs
Chlorophyll-a	2020-10-06	0 m to bottom	2.79751555341627	obs
Chlorophyll-a	2020-11-03	0 m to bottom	1.96680275290293	obs
Chlorophyll-a	2020-12-01	0 m to bottom	2.28728943829042	obs
Chlorophyll-a	2021-03-23	0 m to bottom	14.1636988851535	obs
Chlorophyll-a	2021-04-20	0 m to bottom	12.6980692706496	obs
Chlorophyll-a	2021-05-18	0 m to bottom	3.6002793412294	obs
Chlorophyll-a	2021-06-08	0 m to bottom	3.5854005593035	obs
Chlorophyll-a	2021-07-06	0 m to bottom	3.22647564233335	obs
Chlorophyll-a	2021-08-03	0 m to bottom	1.27929272366606	obs
Chlorophyll-a	2021-09-07	0 m to bottom	1.8538066069559	obs
Chlorophyll-a	2021-10-05	0 m to bottom	1.62548745456961	obs
Chlorophyll-a	2021-11-02	0 m to bottom	1.52667404506936	obs
Chlorophyll-a	2021-12-07	0 m to bottom	1.45012190964205	obs
Chlorophyll-a	2022-03-22	0 m to bottom	5.40526056533538	obs
Chlorophyll-a	2022-04-19	0 m to bottom	3.95711758404675	obs
Chlorophyll-a	2022-05-17	0 m to bottom	4.90184467373581	obs
Chlorophyll-a	2022-06-07	0 m to bottom	2.5351889725577	obs
Chlorophyll-a	2022-07-05	0 m to bottom	2.74237110743715	obs
Chlorophyll-a	2022-08-02	0 m to bottom	2.17383480783161	obs
Chlorophyll-a	2022-09-06	0 m to bottom	1.13405819650174	obs
Chlorophyll-a	2022-10-04	0 m to bottom	1.72783441825337	obs
Chlorophyll-a	2022-11-01	0 m to bottom	1.85256913434888	obs
Chlorophyll-a	2022-12-06	0 m to bottom	3.8502884118654	obs
Chlorophyll-a	2023-03-21	0 m to bottom	9.37617299442732	obs
Chlorophyll-a	2023-04-18	0 m to bottom	10.8894086697286	obs
Chlorophyll-a	2023-05-23	0 m to bottom	6.75929795080412	obs
Chlorophyll-a	2023-06-06	0 m to bottom	2.85666544165025	obs
Chlorophyll-a	2023-07-04	0 m to bottom	1.85750851668421	obs
Chlorophyll-a	2023-08-01	0 m to bottom	1.74370807287043	obs
Chlorophyll-a	2023-09-05	0 m to bottom	1.52903298578632	obs
Chlorophyll-a	2023-10-09	0 m to bottom	2.55836389323507	obs
Chlorophyll-a	2023-11-07	0 m to bottom	1.93631825024704	obs
Chlorophyll-a	2023-12-05	0 m to bottom	1.68536146997763	obs
Chlorophyll-a	2024-03-19	0 m to bottom	6.53745967492762	obs
Chlorophyll-a	2024-04-17	0 m to bottom	4.81761912839438	obs
Chlorophyll-a	2024-05-22	0 m to bottom	3.86293779173636	obs
Chlorophyll-a	2024-06-04	0 m to bottom	2.76730025705461	obs
Chlorophyll-a	2024-07-02	0 m to bottom	1.63949686265705	obs
Chlorophyll-a	2024-07-30	0 m to bottom	2.08860044570462	obs
Chlorophyll-a	2024-09-03	0 m to bottom	1.33654167234393	obs
Chlorophyll-a	2024-10-01	0 m to bottom	2.18371647605783	obs
Chlorophyll-a	2024-10-29	0 m to bottom	2.45754417785396	obs
Chlorophyll-a	2024-12-03	0 m to bottom	5.90072450990684	obs
NH4	2008-01-08	0 m to bottom	0.720893195336577	obs
NH4	2008-02-05	0 m to bottom	0.554323712665332	obs
NH4	2008-03-04	0 m to bottom	0.554323712665332	obs
NH4	2008-04-01	0 m to bottom	0.554323712665332	obs
NH4	2008-05-06	0 m to bottom	0.924412969205849	obs
NH4	2008-06-03	0 m to bottom	1.19935201891703	obs
NH4	2008-07-08	0 m to bottom	1.67867801809181	obs
NH4	2008-08-05	0 m to bottom	1.60471247323627	obs
NH4	2008-09-02	0 m to bottom	0.92600242955242	obs
NH4	2008-10-07	0 m to bottom	2.14930327746839	obs
NH4	2008-11-04	0 m to bottom	1.29455636727533	obs
NH4	2008-12-02	0 m to bottom	1.01493879367019	obs
NH4	2009-04-06	0 m to bottom	0.554323712665332	obs
NH4	2009-05-05	0 m to bottom	0.951451676553645	obs
NH4	2009-06-02	0 m to bottom	1.39294569982619	obs
NH4	2009-07-07	0 m to bottom	1.7496994062525	obs
NH4	2009-08-04	0 m to bottom	2.28264589328754	obs
NH4	2009-09-01	0 m to bottom	2.42509905695886	obs
NH4	2009-10-06	0 m to bottom	1.84079244546803	obs
NH4	2010-04-06	0 m to bottom	1.10072571337555	obs
NH4	2010-05-04	0 m to bottom	0.812828654451161	obs
NH4	2010-06-01	0 m to bottom	0.942467432817138	obs
NH4	2010-07-06	0 m to bottom	0.717446404305968	obs
NH4	2010-08-03	0 m to bottom	2.09443541754431	obs
NH4	2010-08-31	0 m to bottom	1.67023979893802	obs
NH4	2010-10-05	0 m to bottom	1.10625343881621	obs
NH4	2011-03-01	0 m to bottom	0.656430776350083	obs
NH4	2011-04-05	0 m to bottom	0.879154242367781	obs
NH4	2011-05-03	0 m to bottom	0.934861399691239	obs
NH4	2011-05-31	0 m to bottom	0.794708883902113	obs
NH4	2011-07-05	0 m to bottom	2.21805361345146	obs
NH4	2011-08-02	0 m to bottom	1.73434954256835	obs
NH4	2011-08-30	0 m to bottom	1.64772483415763	obs
NH4	2011-10-06	0 m to bottom	1.17427508109978	obs
NH4	2012-04-03	0 m to bottom	0.554323712665332	obs
NH4	2012-05-08	0 m to bottom	0.933163337033691	obs
NH4	2012-06-05	0 m to bottom	1.47142967274779	obs
NH4	2012-07-03	0 m to bottom	0.748335036422539	obs
NH4	2012-07-31	0 m to bottom	NA	obs
NH4	2012-08-28	0 m to bottom	4.13612519507447	obs
NH4	2012-10-02	0 m to bottom	1.61273911907353	obs
NH4	2013-04-23	0 m to bottom	0.585868331059675	obs
NH4	2013-05-07	0 m to bottom	1.26606919044891	obs
NH4	2013-06-04	0 m to bottom	0.667369993474943	obs
NH4	2013-06-06	0 m to bottom	1.37718226093706	obs
NH4	2013-06-11	0 m to bottom	1.41223799935632	obs
NH4	2013-07-09	0 m to bottom	1.75098346625696	obs
NH4	2013-08-06	0 m to bottom	2.18862753892646	obs
NH4	2013-09-03	0 m to bottom	1.90047865875336	obs
NH4	2013-09-17	0 m to bottom	2.09662277800168	obs
NH4	2013-10-01	0 m to bottom	2.12615927142548	obs
NH4	2014-04-23	0 m to bottom	1.06330563371332	obs
NH4	2014-05-06	0 m to bottom	1.40067882316257	obs
NH4	2014-06-03	0 m to bottom	2.2459334639239	obs
NH4	2014-07-08	0 m to bottom	2.19381793920639	obs
NH4	2014-08-05	0 m to bottom	2.39935564066526	obs
NH4	2014-09-02	0 m to bottom	1.82830684758841	obs
NH4	2014-09-30	0 m to bottom	1.76039892950944	obs
NH4	2015-01-20	0 m to bottom	1.26073150603878	obs
NH4	2015-02-24	0 m to bottom	0.561559032529445	obs
NH4	2015-03-17	0 m to bottom	0.640804571476677	obs
NH4	2015-04-21	0 m to bottom	0.913855283537895	obs
NH4	2015-05-05	0 m to bottom	1.15723559258423	obs
NH4	2015-06-03	0 m to bottom	0.826887393782348	obs
NH4	2015-07-07	0 m to bottom	2.23549190173646	obs
NH4	2015-08-04	0 m to bottom	1.70330624595857	obs
NH4	2015-09-01	0 m to bottom	2.12165956928979	obs
NH4	2015-09-29	0 m to bottom	2.13025131333272	obs
NH4	2015-11-10	0 m to bottom	2.98938490196645	obs
NH4	2015-12-08	0 m to bottom	2.62111348069287	obs
NH4	2016-03-15	0 m to bottom	1.51523840986103	obs
NH4	2016-04-19	0 m to bottom	1.31270530531261	obs
NH4	2016-05-17	0 m to bottom	1.80440765050701	obs
NH4	2016-06-14	0 m to bottom	2.01311375986837	obs
NH4	2016-07-05	0 m to bottom	2.60871713092009	obs
NH4	2016-08-02	0 m to bottom	2.76470885834269	obs
NH4	2016-08-30	0 m to bottom	2.64964203054267	obs
NH4	2016-09-27	0 m to bottom	2.67515796414159	obs
NH4	2016-10-25	0 m to bottom	3.00738020703046	obs
NH4	2016-12-06	0 m to bottom	2.33248764646549	obs
NH4	2017-03-21	0 m to bottom	1.4651741920379	obs
NH4	2017-04-18	0 m to bottom	1.71841349328507	obs
NH4	2017-05-16	0 m to bottom	1.59432480660268	obs
NH4	2017-06-13	0 m to bottom	1.45083286639589	obs
NH4	2017-07-04	0 m to bottom	2.87143198711955	obs
NH4	2017-08-01	0 m to bottom	2.25357595880444	obs
NH4	2017-08-29	0 m to bottom	3.10502117447353	obs
NH4	2017-09-26	0 m to bottom	3.40232642908544	obs
NH4	2017-10-24	0 m to bottom	2.79811575092225	obs
NH4	2017-12-05	0 m to bottom	1.38060949728965	obs
NH4	2018-03-20	0 m to bottom	0.745905839097923	obs
NH4	2018-04-24	0 m to bottom	2.22246528014584	obs
NH4	2018-05-15	0 m to bottom	1.854065606988	obs
NH4	2018-06-12	0 m to bottom	2.67788542285485	obs
NH4	2018-07-03	0 m to bottom	1.64550226835491	obs
NH4	2018-07-31	0 m to bottom	1.89993044117041	obs
NH4	2018-08-28	0 m to bottom	1.19909229925364	obs
NH4	2018-09-25	0 m to bottom	3.44352932238602	obs
NH4	2018-10-23	0 m to bottom	4.2613650029672	obs
NH4	2018-12-04	0 m to bottom	2.99352211101461	obs
NH4	2019-03-19	0 m to bottom	1.10070879758988	obs
NH4	2019-04-16	0 m to bottom	0.869829585375812	obs
NH4	2019-05-14	0 m to bottom	2.65212789580192	obs
NH4	2019-06-11	0 m to bottom	2.83675260365146	obs
NH4	2019-07-09	0 m to bottom	3.11918183747274	obs
NH4	2019-08-06	0 m to bottom	1.82980082354512	obs
NH4	2019-09-03	0 m to bottom	2.14349724945316	obs
NH4	2019-10-01	0 m to bottom	1.90830761116372	obs
NH4	2019-11-05	0 m to bottom	2.18216240777474	obs
NH4	2019-12-03	0 m to bottom	1.50272870771143	obs
NH4	2020-03-24	0 m to bottom	1.39460966160741	obs
NH4	2020-04-21	0 m to bottom	1.64347486826619	obs
NH4	2020-05-12	0 m to bottom	1.34459161330749	obs
NH4	2020-06-09	0 m to bottom	1.91682646503436	obs
NH4	2020-07-07	0 m to bottom	2.46758701622134	obs
NH4	2020-08-04	0 m to bottom	2.59650846863655	obs
NH4	2020-09-08	0 m to bottom	2.61916652628057	obs
NH4	2020-10-06	0 m to bottom	2.6411197186748	obs
NH4	2020-11-03	0 m to bottom	3.06446046295337	obs
NH4	2020-12-01	0 m to bottom	2.42606473157107	obs
NH4	2021-03-23	0 m to bottom	0.87557354968767	obs
NH4	2021-04-20	0 m to bottom	0.598383780005342	obs
NH4	2021-05-18	0 m to bottom	1.66475037416	obs
NH4	2021-06-08	0 m to bottom	1.18970991103607	obs
NH4	2021-07-06	0 m to bottom	0.892527986960818	obs
NH4	2021-08-03	0 m to bottom	1.81546055419778	obs
NH4	2021-09-07	0 m to bottom	2.35158264479191	obs
NH4	2021-10-05	0 m to bottom	1.55156373060886	obs
NH4	2021-11-02	0 m to bottom	1.11110154248691	obs
NH4	2021-12-07	0 m to bottom	1.32042774150097	obs
NH4	2022-03-22	0 m to bottom	0.942949875035425	obs
NH4	2022-04-19	0 m to bottom	0.554323712665332	obs
NH4	2022-05-17	0 m to bottom	1.54542890542768	obs
NH4	2022-06-07	0 m to bottom	7.89418234956365	obs
NH4	2022-07-05	0 m to bottom	1.87535068119864	obs
NH4	2022-08-02	0 m to bottom	0.923309056317931	obs
NH4	2022-09-06	0 m to bottom	2.23743473399091	obs
NH4	2022-10-04	0 m to bottom	3.68101916940362	obs
NH4	2022-11-01	0 m to bottom	2.34118193879521	obs
NH4	2022-12-06	0 m to bottom	1.75327293166946	obs
NH4	2023-03-21	0 m to bottom	0.554323712665332	obs
NH4	2023-04-18	0 m to bottom	1.700617535041	obs
NH4	2023-05-23	0 m to bottom	4.58769082305568	obs
NH4	2023-06-06	0 m to bottom	1.7594936799963	obs
NH4	2023-07-04	0 m to bottom	2.28493703167911	obs
NH4	2023-08-01	0 m to bottom	2.20266609220779	obs
NH4	2023-09-05	0 m to bottom	2.184373238506	obs
NH4	2023-10-09	0 m to bottom	2.35437254272529	obs
NH4	2023-11-07	0 m to bottom	2.19428258756727	obs
NH4	2023-12-05	0 m to bottom	1.53684228965895	obs
NH4	2024-03-19	0 m to bottom	0.800154228716916	obs
NH4	2024-04-17	0 m to bottom	0.730976705253504	obs
NH4	2024-05-22	0 m to bottom	1.11131194707257	obs
NH4	2024-06-04	0 m to bottom	0.869048089414883	obs
NH4	2024-07-02	0 m to bottom	2.42461330824892	obs
NH4	2024-07-30	0 m to bottom	2.20740493115071	obs
NH4	2024-09-03	0 m to bottom	1.85786216614077	obs
NH4	2024-10-01	0 m to bottom	1.97234453797658	obs
NH4	2024-10-29	0 m to bottom	1.40688362539217	obs
NH4	2024-12-03	0 m to bottom	0.690669657341619	obs
NO3	2008-01-08	0 m to bottom	87.8953787193967	obs
NO3	2008-02-05	0 m to bottom	91.984917653038	obs
NO3	2008-03-04	0 m to bottom	88.2152564877341	obs
NO3	2008-04-01	0 m to bottom	85.8365394080741	obs
NO3	2008-05-06	0 m to bottom	84.6124169239642	obs
NO3	2008-06-03	0 m to bottom	85.3827110992759	obs
NO3	2008-07-08	0 m to bottom	76.2032206438771	obs
NO3	2008-08-05	0 m to bottom	76.1258093575638	obs
NO3	2008-09-02	0 m to bottom	70.803112434278	obs
NO3	2008-10-07	0 m to bottom	68.9819714467939	obs
NO3	2008-11-04	0 m to bottom	71.0649412727073	obs
NO3	2008-12-02	0 m to bottom	70.7253173452587	obs
NO3	2009-04-06	0 m to bottom	85.7716706927203	obs
NO3	2009-05-05	0 m to bottom	86.3245198291195	obs
NO3	2009-06-02	0 m to bottom	84.9592487917475	obs
NO3	2009-07-07	0 m to bottom	83.7502350136635	obs
NO3	2009-08-04	0 m to bottom	84.4998283676994	obs
NO3	2009-09-01	0 m to bottom	79.035990379432	obs
NO3	2009-10-06	0 m to bottom	79.0505203525394	obs
NO3	2010-04-06	0 m to bottom	93.4900065816829	obs
NO3	2010-05-04	0 m to bottom	99.2024807633947	obs
NO3	2010-06-01	0 m to bottom	96.897756004575	obs
NO3	2010-07-06	0 m to bottom	92.8629465895909	obs
NO3	2010-08-03	0 m to bottom	88.5810971821254	obs
NO3	2010-08-31	0 m to bottom	88.4046135080209	obs
NO3	2010-10-05	0 m to bottom	83.354903408359	obs
NO3	2011-03-01	0 m to bottom	87.7381632317225	obs
NO3	2011-04-05	0 m to bottom	89.6387083862541	obs
NO3	2011-05-03	0 m to bottom	98.2959827387145	obs
NO3	2011-05-31	0 m to bottom	86.5803079734633	obs
NO3	2011-07-05	0 m to bottom	79.9665292426088	obs
NO3	2011-08-02	0 m to bottom	78.7858431003853	obs
NO3	2011-08-30	0 m to bottom	69.0983115159974	obs
NO3	2011-10-06	0 m to bottom	68.8947711094236	obs
NO3	2012-04-03	0 m to bottom	89.7695842426493	obs
NO3	2012-05-08	0 m to bottom	85.380075689687	obs
NO3	2012-06-05	0 m to bottom	98.1289406389085	obs
NO3	2012-07-03	0 m to bottom	82.4180530208819	obs
NO3	2012-07-31	0 m to bottom	NA	obs
NO3	2012-08-28	0 m to bottom	70.7055549544856	obs
NO3	2012-10-02	0 m to bottom	70.780227826774	obs
NO3	2013-04-23	0 m to bottom	79.4387185815257	obs
NO3	2013-05-07	0 m to bottom	81.3182082521877	obs
NO3	2013-06-04	0 m to bottom	77.5217070847629	obs
NO3	2013-06-06	0 m to bottom	83.2195981342057	obs
NO3	2013-06-11	0 m to bottom	79.7899675874757	obs
NO3	2013-07-09	0 m to bottom	78.5416253151432	obs
NO3	2013-08-06	0 m to bottom	75.0493290266994	obs
NO3	2013-09-03	0 m to bottom	70.4773555114746	obs
NO3	2013-09-17	0 m to bottom	66.5514248792845	obs
NO3	2013-10-01	0 m to bottom	67.6910323564764	obs
NO3	2014-04-23	0 m to bottom	71.3541543710801	obs
NO3	2014-05-06	0 m to bottom	71.5487678675889	obs
NO3	2014-06-03	0 m to bottom	78.2860580048975	obs
NO3	2014-07-08	0 m to bottom	67.3779487616212	obs
NO3	2014-08-05	0 m to bottom	67.5701174482194	obs
NO3	2014-09-02	0 m to bottom	65.9021314889756	obs
NO3	2014-09-30	0 m to bottom	68.5031382702934	obs
NO3	2015-01-20	0 m to bottom	69.6355698332473	obs
NO3	2015-02-24	0 m to bottom	70.760949494954	obs
NO3	2015-03-17	0 m to bottom	78.1238967930387	obs
NO3	2015-04-21	0 m to bottom	78.6945943419357	obs
NO3	2015-05-05	0 m to bottom	73.6971378739756	obs
NO3	2015-06-03	0 m to bottom	73.64070558618	obs
NO3	2015-07-07	0 m to bottom	67.1475108488373	obs
NO3	2015-08-04	0 m to bottom	67.1704187147549	obs
NO3	2015-09-01	0 m to bottom	60.1877748088595	obs
NO3	2015-09-29	0 m to bottom	56.3135363943244	obs
NO3	2015-11-10	0 m to bottom	58.9348672296127	obs
NO3	2015-12-08	0 m to bottom	67.3842481946463	obs
NO3	2016-03-15	0 m to bottom	74.5198801943244	obs
NO3	2016-04-19	0 m to bottom	80.4769527238739	obs
NO3	2016-05-17	0 m to bottom	80.3959392729	obs
NO3	2016-06-14	0 m to bottom	78.1508903996864	obs
NO3	2016-07-05	0 m to bottom	79.7615211580183	obs
NO3	2016-08-02	0 m to bottom	72.4948756384494	obs
NO3	2016-08-30	0 m to bottom	68.6703870778897	obs
NO3	2016-09-27	0 m to bottom	65.224940757423	obs
NO3	2016-10-25	0 m to bottom	62.6494887841984	obs
NO3	2016-12-06	0 m to bottom	63.4691187814593	obs
NO3	2017-03-21	0 m to bottom	76.5677332312367	obs
NO3	2017-04-18	0 m to bottom	79.6379018438817	obs
NO3	2017-05-16	0 m to bottom	76.1199898861247	obs
NO3	2017-06-13	0 m to bottom	74.0338942290432	obs
NO3	2017-07-04	0 m to bottom	74.2951112063438	obs
NO3	2017-08-01	0 m to bottom	70.2873368883445	obs
NO3	2017-08-29	0 m to bottom	64.2390914080026	obs
NO3	2017-09-26	0 m to bottom	66.3413622419531	obs
NO3	2017-10-24	0 m to bottom	73.0916373971173	obs
NO3	2017-12-05	0 m to bottom	87.2607006961117	obs
NO3	2018-03-20	0 m to bottom	84.3063248524057	obs
NO3	2018-04-24	0 m to bottom	84.0352036360889	obs
NO3	2018-05-15	0 m to bottom	80.87931747787	obs
NO3	2018-06-12	0 m to bottom	91.194268369443	obs
NO3	2018-07-03	0 m to bottom	75.4254006641282	obs
NO3	2018-07-31	0 m to bottom	75.1500056348133	obs
NO3	2018-08-28	0 m to bottom	56.9489195287815	obs
NO3	2018-09-25	0 m to bottom	64.4036166365672	obs
NO3	2018-10-23	0 m to bottom	60.2917395704538	obs
NO3	2018-12-04	0 m to bottom	59.460943050148	obs
NO3	2019-03-19	0 m to bottom	87.7089020701843	obs
NO3	2019-04-16	0 m to bottom	88.0013700474574	obs
NO3	2019-05-14	0 m to bottom	83.2097566068426	obs
NO3	2019-06-11	0 m to bottom	84.5326229796984	obs
NO3	2019-07-09	0 m to bottom	84.212099274822	obs
NO3	2019-08-06	0 m to bottom	80.3421287470781	obs
NO3	2019-09-03	0 m to bottom	78.8569820207317	obs
NO3	2019-10-01	0 m to bottom	71.7595473173428	obs
NO3	2019-11-05	0 m to bottom	74.042912660988	obs
NO3	2019-12-03	0 m to bottom	80.4243354025661	obs
NO3	2020-03-24	0 m to bottom	79.1218247280182	obs
NO3	2020-04-21	0 m to bottom	79.1852314328581	obs
NO3	2020-05-12	0 m to bottom	72.7790738434174	obs
NO3	2020-06-09	0 m to bottom	70.5267782344189	obs
